epoch,train_loss,val_loss
997,-12596.94909456286,
998,-12363.560117864885,
999,-12196.814786172326,
1000,-12554.102855175217,-12828.647094726562
1001,-12513.556787391619,
1002,-12476.69926390896,
1003,-12593.741312545159,
1004,-12502.602793081647,
1005,-12723.419086434249,-12923.897094726562
1006,-12600.821729362355,
1007,-12500.35349869039,
1008,-12718.807470420881,
1009,-12423.73723694906,
1010,-12553.28236203938,-12967.775634765625
1011,-12616.152563899928,
1012,-12678.796649205202,
1013,-12576.865392431358,
1014,-12457.739884393064,
1015,-12709.121370348626,-12564.294311523438
1016,-12398.23327425036,
1017,-12467.990522263368,
1018,-12704.487959492413,
1019,-12453.761543759032,
1020,-12629.937245980853,-13110.297485351562
1021,-12776.264185558164,
1022,-12276.187144373194,
