epoch,train_loss,val_loss
550,-9784.764851652817,-9798.443542480469
551,-9698.277834853685,
552,-9801.146772263368,
553,-9761.226201228324,
554,-9824.218665326951,
555,-9789.366967350072,-9760.232421875
556,-9748.745726833453,
557,-9778.684067919075,
558,-9746.07225998013,
559,-9790.66118361633,
560,-9811.335130283598,-9798.262878417969
561,-9761.686675848989,
562,-9811.571836614885,
563,-9805.789779398483,
564,-9843.01276305094,
565,-9807.311263773483,-9755.915161132812
566,-9700.106620303468,
567,-9752.727392295881,
568,-9830.850817377168,
569,-9786.850777863077,
570,-9803.38962585802,-9789.655883789062
571,-9825.431454344292,
572,-9752.994439803108,
573,-9845.01458069906,
574,-9875.056539017341,
575,-9841.041280933887,-9870.272155761719
576,-9850.960604452674,
577,-9830.796378251445,
578,-9891.991402863077,
579,-9823.750039514089,
580,-9908.990561777457,-9751.690368652344
581,-9804.982015444364,
582,-9839.292409907875,
583,-9893.739771495664,
584,-9846.364223943281,
585,-9845.901056719653,-9921.329650878906
586,-9902.646156972543,
587,-9838.6356857388,
588,-9808.606546920159,
589,-9875.40330902276,
590,-9806.140743542268,-9904.062927246094
591,-9872.980299403902,
592,-9813.772274656792,
593,-9886.458736000723,
594,-9908.59778608201,
595,-9778.716226743136,-9822.321105957031
596,-9800.951414604408,
597,-9862.799347453034,
598,-9842.05175216763,
599,-9842.374395998917,
600,-9880.97746003432,-9772.091674804688
601,-9848.424720014451,
602,-9783.35054077854,
603,-9868.415214053468,
604,-9844.38762192919,
605,-9852.235153992053,-9841.833251953125
606,-9863.23834334357,
607,-9884.57317444906,
608,-9934.898341537211,
609,-9896.557306719653,
610,-9885.315040191474,-9823.354431152344
611,-9914.937974169075,
612,-9895.582544933164,
613,-9852.854458318281,
614,-9992.11515534682,
615,-9894.181815615968,-9880.979675292969
616,-9924.503573202674,
617,-9945.087681764811,
618,-9977.90150266438,
619,-9955.109866103685,
620,-9969.188075776734,-9924.107116699219
621,-9941.434598536849,
622,-9946.853916410766,
623,-9875.495822796243,
624,-10004.331365155347,
625,-9935.824969517702,-9820.277160644531
626,-9949.505605355853,
627,-10000.543505012645,
628,-9864.976415733381,
629,-10028.804021405347,
630,-9956.744580924855,-9920.055908203125
631,-9893.095539423772,
632,-10013.676424765174,
633,-9942.37898527818,
634,-9869.967090408238,
635,-9849.461027817919,-9871.504272460938
636,-9954.496805003613,
637,-9966.102307622832,
638,-9857.907988619942,
639,-9926.184451770232,
640,-9964.091260612355,-9848.756286621094
641,-9902.690390173411,
642,-9941.929055274566,
643,-9986.334306132587,
644,-9963.806550307081,
645,-9896.464188945087,-9941.05517578125
646,-9961.579440254696,
647,-9996.762040507587,
648,-9961.157988619942,
649,-9949.112739342485,
650,-9955.897929461706,-9984.454040527344
651,-10026.271902095375,
652,-10006.478967214596,
653,-9991.558909862717,
654,-9980.366656882225,
655,-9990.218326634755,-9984.734985351562
656,-10033.667161533598,
657,-10017.866899611632,
658,-10047.721019237717,
659,-9856.567890850794,
660,-10025.180844698338,-9913.842102050781
661,-10036.458719066113,
662,-9933.754386063945,
663,-10013.58111678107,
664,-10022.094263683164,
665,-9944.056245484104,-9965.038818359375
666,-10096.905837924494,
667,-10039.70910856214,
668,-10026.056488213511,
669,-9971.1893966763,
670,-10008.267024927745,-9896.973327636719
671,-10030.751800713511,
672,-9898.909879651374,
673,-10072.576318641619,
674,-10057.085468975794,
675,-10023.811280708092,-9955.713500976562
676,-10031.012153404985,
677,-10034.343450821892,
678,-10094.962360007225,
679,-9933.433277637283,
680,-9976.037194048049,-9952.339965820312
681,-10037.508021360189,
682,-10091.017617639089,
683,-9910.607975072255,
684,-10028.465735639451,
685,-10018.797049990968,-9931.310974121094
686,-10004.40826521857,
687,-10012.887187274206,
688,-10000.848994084176,
689,-10091.673466853324,
690,-10008.355762283238,-9979.057373046875
691,-10053.736124909683,
692,-9946.762266302385,
693,-10028.257010928468,
694,-9983.262960621387,
695,-9857.44435851698,-9919.355651855469
696,-9972.326510567196,
697,-10028.919504154625,
698,-9994.53312974169,
699,-10052.036708589234,
700,-10022.614737626445,-10000.922424316406
701,-10082.197226110911,
702,-10076.07330992594,
703,-10078.795599259392,
704,-10059.985882180275,
705,-10030.985261244581,-9876.720458984375
706,-9988.825528359826,
707,-10058.022003703034,
708,-10060.358183932442,
709,-10006.210485910404,
710,-10112.503522398843,-9929.17626953125
711,-10040.323580879696,
712,-10065.607619445447,
713,-10060.277750180636,
714,-9982.829333002168,
715,-10112.285071576951,-9957.751403808594
716,-10042.140895953757,
717,-10035.934880780347,
718,-10123.60356078396,
719,-10053.521399701951,
720,-10109.478397082732,-10104.148864746094
721,-10114.376270095738,
722,-10114.409078079841,
723,-10148.951747651734,
724,-9988.841508986632,
725,-9902.701583950506,-10009.91748046875
726,-10102.506389992775,
727,-10085.666811551662,
728,-10061.148155256504,
729,-10097.325596098266,
