epoch,loss
1246,-10625.936399821994
1247,-10653.561461629746
1248,-10653.308124011075
1249,-10614.007960838608
1250,-10388.90270223497
1251,-10555.219392800633
1252,-10603.720789655854
1253,-10589.35974584652
1254,-10614.96306368671
1255,-10652.076307852058
1256,-10602.718811807754
1257,-10376.438872132121
1258,-10318.119103540348
1259,-10538.39045193829
1260,-10602.708032535602
1261,-10625.683729727058
1262,-10674.04022448576
1263,-10684.477811016613
1264,-10662.489999505538
1265,-10678.571387954906
1266,-10521.452964299842
1267,-10381.055342662183
1268,-10397.731494758702
1269,-10546.963966079906
1270,-10452.534290941456
1271,-10386.472532634494
1272,-10581.123491890823
1273,-10666.468181368671
1274,-10709.382132614715
1275,-10726.350672468354
1276,-10714.514586629746
1277,-10677.73438736155
1278,-10709.365803006329
1279,-10706.238392503956
1280,-10719.42072537579
1281,-10673.07262410997
1282,-10693.516045292721
1283,-10678.270483089398
1284,-10697.407782832279
1285,-10637.065145371835
1286,-10523.18279024921
1287,-10391.538580399525
1288,-10326.113071103639
1289,-10269.85820065269
1290,-10547.331808742088
1291,-10610.477934632121
1292,-10631.65723892405
1293,-10704.416670787183
1294,-10724.85956042326
1295,-10725.728552709652
1296,-10751.92070065269
1297,-10696.338842464398
1298,-10666.520606704906
1299,-10720.552289359177
1300,-10675.479195510285
1301,-10437.488998219937
1302,-10346.626718255538
1303,-10426.630303105221
1304,-10560.803216475475
1305,-10648.018974980221
1306,-10738.703879054588
1307,-10765.33728490902
1308,-10745.876878955696
1309,-10732.133022646361
1310,-10774.918698081487
1311,-10773.546800830696
1312,-10778.58043660997
1313,-10649.999765130538
1314,-10542.20275415348
1315,-10512.950343651108
1316,-10392.168376681171
1317,-10416.897807060917
1318,-10598.599522844146
1319,-10564.118262954906
1320,-10655.112205795094
1321,-10766.490864814083
1322,-10778.745352056962
1323,-10801.089757219146
1324,-10774.330622033227
1325,-10771.023116099683
1326,-10758.853058247627
1327,-10652.872787282437
1328,-10756.537789260285
1329,-10732.182765526108
1330,-10735.882243868671
1331,-10632.848768789558
1332,-10671.396558544304
1333,-10517.253881526898
1334,-10636.683148734177
1335,-10697.516366693038
1336,-10774.313204608387
1337,-10787.440367879746
1338,-10600.241754845727
1339,-10660.725276898735
1340,-10738.148585838608
1341,-10739.009988132912
1342,-10756.338360363925
1343,-10665.767343255538
1344,-10498.468873615506
1345,-10460.70429934731
1346,-10625.738491396361
1347,-10758.992731408227
1348,-10769.178921083861
1349,-10804.313451839398
1350,-10832.09046182753
1351,-10809.780013844937
1352,-10812.623467167721
1353,-10734.473917128165
1354,-10531.847322488133
1355,-10574.588434533227
1356,-10726.843490407437
1357,-10799.706771657437
1358,-10819.383937401108
1359,-10815.556381032437
1360,-10812.06620846519
1361,-10799.946449762658
1362,-10800.137608781646
1363,-10803.191678204113
1364,-10809.155483583861
1365,-10801.243905755538
1366,-10624.880315466773
1367,-10528.81854479826
1368,-10608.674742879746
1369,-10718.024957970727
1370,-10787.248627867879
1371,-10824.933853342563
1372,-10847.34962173655
1373,-10776.30897695807
1374,-10553.941554588608
1375,-10656.198724287975
1376,-10485.537616198575
1377,-10450.583662974683
1378,-10595.169822982594
1379,-10759.91663370253
1380,-10852.31385977057
1381,-10892.633356408227
1382,-10904.99236056171
1383,-10894.14628659019
1384,-10905.19061511076
1385,-10887.675200257121
1386,-10706.342798160602
1387,-10664.494462025317
1388,-10675.01794897152
1389,-10545.09141366693
1390,-10548.637213212025
1391,-10460.068470628956
1392,-10436.476092761075
1393,-10713.868881032437
1394,-10825.56525662579
1395,-10880.412430775317
1396,-10926.955139932754
1397,-10944.634716178798
1398,-10957.978985363925
1399,-10910.859869462025
1400,-10841.29802462421
1401,-10905.29960690269
1402,-10893.13928995253
1403,-10912.776663864715
1404,-10889.794439774525
1405,-10884.68183840981
1406,-10836.721593156646
1407,-10761.43028085443
1408,-10811.477675039558
1409,-10862.299841772152
1410,-10863.485561708861
1411,-10801.124344837817
1412,-10697.256353837025
1413,-10471.892701740506
1414,-10507.32110363924
1415,-10714.211221815665
1416,-10793.70606704905
1417,-10863.365234375
1418,-10870.431245055379
1419,-10886.310336728639
1420,-10888.454657832279
1421,-10861.630884098102
1422,-10679.16814181171
1423,-10576.62791732595
1424,-10446.153901305379
1425,-10544.146954113925
1426,-10757.086506131329
1427,-10835.33946054193
1428,-10822.54667721519
1429,-10851.390958761867
1430,-10927.69708020174
1431,-10958.149179193038
1432,-10976.487737341773
1433,-10945.43162826345
1434,-10940.805330300633
1435,-10885.618831586235
1436,-10659.630933544304
1437,-10687.2509765625
1438,-10833.415434632121
1439,-10869.818396459652
1440,-10909.243881032437
1441,-10897.456697488133
1442,-10795.802635482594
1443,-10760.195337223102
1444,-10843.649550039558
1445,-10854.576653975475
1446,-10896.580980518196
1447,-10895.011644580696
1448,-10926.363948773735
1449,-10757.440367879746
1450,-10539.804563884494
1451,-10555.331870549842
1452,-10783.657795193829
1453,-10909.568050336235
1454,-10962.112848595727
1455,-10977.719874901108
1456,-10974.193656052215
1457,-10966.629153481013
1458,-10973.131897745254
1459,-10918.961975870254
1460,-10856.551918512658
1461,-10891.154618275317
1462,-10891.733188291139
1463,-10916.065355518196
1464,-10910.009506032437
1465,-10940.280372329906
1466,-10940.150934533227
1467,-10792.346543710442
1468,-10609.336802808544
1469,-10772.321214893196
1470,-10826.223360858387
1471,-10897.584206882912
1472,-10892.163061214398
1473,-10913.172344738925
1474,-10934.268010779273
1475,-10932.02714596519
1476,-10856.818520075158
1477,-10827.991841376583
1478,-10877.943915644779
1479,-10901.275600771361
1480,-10839.399562401108
1481,-10496.085269976265
1482,-10596.245030656646
1483,-10733.284303303006
1484,-10894.464262757121
1485,-10945.376977848102
1486,-10979.644185126583
1487,-10960.939885779273
1488,-10782.45977551424
1489,-10642.06640625
1490,-10769.146274228639
1491,-10882.954188093354
1492,-10959.942345727848
1493,-10998.511805280854
1494,-10999.499975276898
1495,-10995.457711135285
1496,-10989.447661194621
1497,-10985.122540051425
1498,-10992.973200158227
1499,-10972.08006576345
1500,-10953.049779964398
1501,-10910.19981210443
1502,-10790.785601265823
1503,-10692.320844046677
1504,-10682.271533821202
1505,-10820.432740803006
1506,-10781.282201839398
1507,-10884.76190417326
1508,-10941.62382565269
1509,-10795.068260482594
1510,-10777.329151008702
1511,-10931.072191455696
1512,-10998.451110067246
1513,-11022.003362341773
1514,-10735.153382120254
1515,-10663.71661145174
1516,-10684.041510087025
1517,-10890.496415150317
1518,-10985.548395470727
1519,-11027.66583020174
1520,-11046.022423852848
1521,-11045.670230913765
1522,-11065.755154766613
1523,-10989.954249901108
1524,-11004.001891317246
1525,-11030.668067642406
1526,-11052.149550039558
1527,-11020.31428006329
1528,-11024.76191653481
1529,-10996.097619165348
1530,-10840.081870549842
1531,-10883.651132318038
1532,-10973.580659117879
1533,-11001.65783227848
1534,-10980.144506526898
1535,-10949.401935818829
1536,-10774.57420638845
1537,-10883.568792029273
1538,-10869.040805478639
1539,-11003.775254647942
1540,-10975.204015031646
1541,-10992.221345925633
1542,-10981.00566159019
1543,-10728.737440664558
1544,-10841.638461728639
1545,-10946.030804984177
1546,-11011.57970727848
1547,-11058.930552808544
1548,-10945.035267503956
1549,-11002.482001582279
1550,-11036.891700454906
1551,-10893.69201196598
1552,-10721.486352848102
1553,-10781.01447537579
1554,-10957.442728935917
1555,-11033.58283475079
1556,-11057.849090189873
1557,-10875.015958761867
1558,-10955.404952037183
1559,-10991.458675336235
1560,-10976.838038963608
1561,-11007.15605221519
1562,-11035.338966079906
1563,-11062.080016317246
1564,-11092.669810621044
1565,-11094.565948872627
1566,-11036.891267800633
1567,-10925.00407931171
1568,-10992.611538271361
1569,-11026.457142503956
1570,-10976.80236352848
1571,-10888.054539161392
1572,-10537.249666238133
1573,-10154.97617929193
1574,-10498.679588607594
1575,-10748.86524673655
1576,-10974.996056665348
1577,-11068.718626384494
1578,-11113.919068928006
1579,-11154.416559533227
1580,-11156.892442147942
1581,-11111.662430775317
1582,-11112.855444026898
1583,-11015.952494560917
1584,-10916.653073081487
1585,-10942.780928599683
1586,-10820.287109375
1587,-10982.659043710442
1588,-11069.213335640823
1589,-11102.60998071598
1590,-11081.27070559731
1591,-10996.300076641613
1592,-11069.373269382912
1593,-11101.126891317246
1594,-11001.958415743671
1595,-10989.541349386867
1596,-10968.328977946994
1597,-10940.694101068038
1598,-10976.563266416139
1599,-11072.40490259098
1600,-11105.969491693038
1601,-11107.430083069621
1602,-10909.500271954113
1603,-10872.931714794304
1604,-10918.862762064873
1605,-10942.602056962025
1606,-10987.745216079906
1607,-11077.338545787183
1608,-11094.781695015823
1609,-11111.813402393196
1610,-11123.968972507912
1611,-11118.494078817246
1612,-11105.41133059731
1613,-11099.937982100475
1614,-11126.71992434731
1615,-10974.25859127769
1616,-10842.530322883702
1617,-10670.94940417326
1618,-10835.838706487342
1619,-10982.37048803402
1620,-11050.891193631329
1621,-11124.233509691456
1622,-11135.485067246835
1623,-11088.147250791139
1624,-10831.921133306962
1625,-10819.178278283227
1626,-11067.474683544304
1627,-11139.889697883702
1628,-11174.649067939083
1629,-11182.172381823575
1630,-11176.967365506329
1631,-11118.251273239715
1632,-11008.53479776503
1633,-10543.077914853639
1634,-10277.762435719937
1635,-10644.147498022152
1636,-10880.257874307754
1637,-11042.661862143987
1638,-11138.456400810917
1639,-11192.141490308544
1640,-11212.345122132121
1641,-11206.191480419304
1642,-10992.80177017405
1643,-11083.516651008702
1644,-11109.046182753165
1645,-11195.93670886076
1646,-11151.327123714398
1647,-11142.439168809335
1648,-11047.150687302215
1649,-10904.497020866298
1650,-10704.382478738133
1651,-10908.431677709652
1652,-10997.474362143987
1653,-11133.582154865506
1654,-11219.052499505538
1655,-11255.41815417326
1656,-11240.59080795095
1657,-11172.27128659019
1658,-10947.011483880538
1659,-10881.324651404273
1660,-11074.400452432754
1661,-11172.82500988924
1662,-11179.698699564873
1663,-11212.292140526108
1664,-11091.312524723102
1665,-11167.08672863924
1666,-11178.714163864715
1667,-11146.117620154273
1668,-11188.94080053402
1669,-11165.540533524525
1670,-10979.258887954906
1671,-10952.15955053402
1672,-11008.27110116693
1673,-11042.302301720727
1674,-11122.564156447785
1675,-11175.941529865506
1676,-11198.409735957279
1677,-11183.024908524525
1678,-11175.13025365902
1679,-11145.45762460443
1680,-10971.340424742879
1681,-10740.945386669304
1682,-10790.045972606804
1683,-10786.056578817246
1684,-10774.36310818829
1685,-11036.01679934731
1686,-11130.76934582674
1687,-11187.916448279273
1688,-11233.536009196994
1689,-11263.448551226265
1690,-11270.068445905854
1691,-11290.771805775317
1692,-11205.603515625
1693,-11131.438686708861
1694,-11040.623392998417
1695,-10987.071363231804
1696,-11005.346716772152
1697,-11121.77014932753
1698,-11181.492076246044
1699,-11235.2724609375
1700,-11212.412616198575
1701,-11233.08085690269
1702,-11223.15685571598
1703,-11122.96308840981
1704,-11088.742150415348
1705,-10876.738553204113
1706,-11015.77264636076
1707,-11108.761656942246
1708,-11154.261805280854
1709,-11072.884530755538
1710,-11059.075442543513
1711,-11190.78106457674
1712,-11236.388140328323
1713,-11223.897868868671
1714,-11254.242855023735
1715,-11227.208329212817
1716,-11245.793636273735
1717,-11198.719751285602
1718,-11203.789482792721
1719,-11165.67756131329
1720,-11202.876483386075
1721,-11129.642318532437
1722,-10932.995586926425
1723,-10933.19902096519
1724,-10984.815034117879
1725,-11031.052623121044
1726,-11003.24805923655
1727,-10896.657300731804
1728,-11057.996538765823
1729,-11186.586184731013
1730,-11261.55157238924
1731,-11284.340597804588
1732,-11287.538530953323
1733,-11190.593206091773
1734,-11041.282337816456
1735,-11051.122107397152
1736,-11118.971914556962
1737,-11173.093688192246
1738,-11194.224213805379
1739,-11238.794007120254
1740,-11179.67030508307
1741,-11126.499245945412
1742,-11113.836876977848
1743,-11196.577074268196
1744,-11068.336827531646
1745,-11130.174730518196
1746,-11138.743411293513
1747,-11065.99182901503
1748,-11089.835665545887
1749,-11090.240493967563
1750,-11116.952778876583
1751,-10906.662813983387
1752,-10854.054786392406
1753,-10934.82597409019
1754,-11170.90565664557
1755,-11168.599547567246
1756,-11026.1845703125
1757,-11041.225511768196
1758,-11194.806356309335
1759,-11267.232174643987
1760,-11310.244177709652
1761,-11295.414087223102
1762,-11154.02635482595
1763,-11018.436473991298
1764,-10978.798321301425
1765,-11020.183717365506
1766,-11160.731049742879
1767,-11139.898647646361
1768,-11083.595492978639
1769,-11016.830646756329
1770,-11194.184063488925
1771,-11236.923321301425
1772,-11329.679464992088
1773,-11345.852959355221
1774,-11340.116186214398
1775,-11181.040100870254
1776,-11082.394284018987
1777,-11209.903567543513
1778,-11251.294662282437
1779,-10929.693025613133
1780,-11067.565924149525
1781,-11214.608497329906
1782,-11053.793908227848
1783,-11164.065083564083
1784,-11225.78204113924
1785,-11261.692469343354
1786,-11202.263993275317
1787,-11267.649376977848
1788,-11108.771014636075
1789,-11026.78241198576
1790,-11226.209837321994
1791,-11258.027442642406
1792,-11315.319088706487
1793,-11297.837235462817
1794,-11265.22130884098
1795,-11175.73475820807
1796,-11239.070225969146
1797,-11296.287529667721
1798,-11265.274537678006
1799,-11169.816962519779
1800,-11169.988528481013
1801,-11047.176683643196
1802,-11072.313031546677
1803,-11217.462853540348
1804,-11128.394815565665
1805,-10942.731358781646
1806,-11089.728824663765
1807,-11177.54704806171
1808,-11275.236859671677
1809,-11168.394555973102
1810,-11121.275093947785
1811,-11188.809174742879
1812,-11294.245747626583
1813,-11199.003856803798
1814,-11303.80781497231
1815,-11304.678018690665
1816,-11288.872638943829
1817,-11171.04395767405
1818,-11148.273573477058
1819,-10880.772708168513
1820,-10775.47364517405
1821,-10940.324861550633
1822,-11082.989134196994
1823,-11160.884518393987
1824,-11294.744449663765
1825,-11322.328953223892
1826,-11341.064984671677
1827,-11255.232990506329
1828,-11204.720727848102
1829,-11203.807468848892
1830,-11185.164223200158
1831,-11280.32305676424
1832,-11066.886570411392
1833,-11265.469442246835
1834,-11330.795230913765
1835,-11357.197599386867
1836,-11228.773041930379
1837,-11067.939107001583
1838,-11151.317630043513
1839,-10977.376396855221
1840,-11074.536231704906
1841,-11226.501705893987
1842,-11335.011570411392
1843,-11373.661837420887
1844,-11388.649253362342
1845,-11370.065170094937
1846,-11392.181727155854
1847,-11370.24823229826
1848,-11277.942110858387
1849,-11297.97967761076
1850,-11309.14665743671
1851,-11316.27033475079
1852,-11254.604764141613
1853,-11162.893789556962
1854,-11150.66149129747
1855,-11084.506156052215
1856,-10931.610326839398
1857,-10885.44123318829
1858,-11033.249728045887
1859,-11219.022374406646
1860,-11337.968292622627
1861,-11258.824156942246
1862,-11177.257552907437
1863,-11101.75584701345
1864,-11185.378844442246
1865,-11315.39685522152
1866,-11377.177573674842
1867,-11366.349114912975
1868,-11123.409464003165
1869,-11107.046219837817
1870,-11085.634320609177
1871,-11043.214126780063
1872,-11042.539297369462
1873,-11170.929168314873
1874,-11097.770606704906
1875,-10992.686548160602
1876,-11252.42028035997
1877,-11379.862453026108
1878,-11429.520643789558
1879,-11431.75391861155
1880,-11425.989171281646
1881,-11354.163975969146
1882,-11389.088545787183
1883,-11394.381798852848
1884,-11282.967538568038
1885,-11348.883047369462
1886,-11369.248343552215
1887,-11340.504660304588
1888,-11228.48357149921
1889,-11216.75353540348
1890,-11051.585368868671
1891,-11186.08557901503
1892,-10923.57386026503
1893,-11077.691097211235
1894,-11114.10075899921
1895,-10917.524451147152
1896,-10987.540669501583
1897,-11207.403765328323
1898,-11367.004808643196
1899,-11372.049854133702
1900,-11333.439725079113
1901,-11401.925521657437
1902,-11425.74843008307
1903,-11221.483818730221
1904,-11355.788246637658
1905,-11416.317827828323
1906,-11403.217081190665
1907,-11263.989492681962
1908,-11075.153987836235
1909,-10973.862626087817
1910,-11186.410391119462
1911,-11287.143010779273
1912,-11361.364937697785
1913,-11316.048716871044
1914,-11189.544971321202
1915,-10995.711357792721
1916,-10942.479047171677
1917,-10989.529420490506
1918,-11236.566863627373
1919,-11388.446734078323
1920,-11465.135766910602
1921,-11492.222235957279
1922,-11502.10216821598
1923,-11510.400687302215
1924,-11490.766391416139
1925,-11416.349028382121
1926,-11384.68244412579
1927,-11151.745463310917
1928,-11086.563550731804
1929,-11238.679835838608
1930,-11289.759308247627
1931,-11356.054662776898
1932,-11363.75719442247
1933,-11211.41911837421
1934,-11319.495957772942
1935,-11349.638968552215
1936,-11323.376124901108
1937,-11212.055948378165
1938,-11047.366767207279
1939,-11057.92497774921
1940,-10961.450949367088
1941,-11185.854405656646
1942,-11201.55895223497
1943,-11359.223484473892
1944,-11137.867496538765
1945,-11283.688377670094
1946,-11228.855889042721
1947,-11168.205486056171
1948,-11291.895421281646
1949,-11380.730011372627
1950,-11411.446425039558
1951,-11353.186041337025
1952,-11413.956907634494
1953,-11349.102749208861
1954,-11394.666868571994
1955,-11319.265736253956
1956,-11239.855901404273
1957,-11333.294971321202
1958,-11402.947043117088
1959,-11298.944842761075
1960,-11156.854232594937
1961,-10961.93616495253
1962,-11043.726278184335
1963,-11037.632651799842
1964,-11235.904346321202
1965,-11328.680120154273
1966,-11270.697154371044
1967,-11259.392120747627
1968,-11401.796726661392
1969,-11375.789705300633
1970,-11311.119622725475
1971,-11397.55212865902
1972,-11449.917560818829
1973,-11408.815763449367
1974,-11332.474498121044
1975,-11243.725462321994
1976,-11341.952234968354
1977,-11330.840795589398
1978,-11295.887225573575
1979,-11077.335307060917
1980,-10876.776997626583
1981,-11026.928562598892
1982,-11148.963224386867
1983,-11304.022757614715
1984,-11408.927239912975
1985,-11324.77909909019
1986,-11433.361266317246
1987,-11453.598595727848
1988,-11321.312438192246
1989,-11121.12968502769
1990,-11117.328359869462
1991,-11312.988330696202
1992,-11364.453434038765
1993,-11336.124122329906
1994,-11201.39043957674
1995,-11303.273561115506
1996,-11408.550249703323
1997,-11434.468515130538
1998,-11421.533648140823
1999,-11442.31409464003
2000,-11466.346036886867
